Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
JIB81.6,FALSE,TRUE,57683,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1615,1868,Woodblock printed book; ink and color on paper,Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57683,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books|Dragons,https://images.metmuseum.org/CRDImages/as/original/JIB_81_6_Preface-2_sf.JPG
JIB81.7,FALSE,TRUE,57684,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1819,1819,1819,Woodblock printed book; ink and color on paper,Overall: 9 × 6 × 3/8 in. (22.9 × 15.2 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57684,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books|Men|Trees,https://images.metmuseum.org/CRDImages/as/original/JIB_81_7_Preface_2_sf.JPG
JIB81.8,FALSE,TRUE,57685,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1817,1817,1817,Woodblock printed book; ink and color on paper,Overall: 9 × 6 × 3/8 in. (22.9 × 15.2 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57685,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books|Butterflies|Leaves,https://images.metmuseum.org/CRDImages/as/original/JIB_81_8_Preface_2_sf.JPG
JIB81.9,FALSE,TRUE,57686,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1819,1819,1819,Woodblock printed book; ink and color on paper,Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57686,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books,https://images.metmuseum.org/CRDImages/as/original/JIB_81_9_Preface_2_sf.JPG
JIB81.10,FALSE,TRUE,57687,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1819,1819,1819,Woodblock printed book; ink and color on paper,Overall: 9 × 6 × 3/8 in. (22.9 × 15.2 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57687,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books|Men,https://images.metmuseum.org/CRDImages/as/original/JIB_81_10_Preface_2_sf.JPG
JIB81.11,FALSE,TRUE,57688,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1615,1868,Woodblock printed book; ink and color on paper,Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57688,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Arrows|Horse Riding,https://images.metmuseum.org/CRDImages/as/original/JIB81_11_d_MM13399.JPG
JIB81.12,FALSE,TRUE,57689,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1834,1834,1834,Woodblock printed book; ink and color on paper,Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57689,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books,https://images.metmuseum.org/CRDImages/as/original/JIB_81_12_Preface_2_sf.JPG
JIB81.13,FALSE,TRUE,57741,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1849,1839,1859,Woodblock printed book; ink and color on paper,Overall (JIB81.13 and .14 combined): 9 × 6 1/4 × 3/4 in. (22.9 × 15.9 × 1.9 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57741,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books,https://images.metmuseum.org/CRDImages/as/original/JIB_81_13_and_14_Front Cover_sf.JPG
JIB81.14,FALSE,TRUE,57742,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1875–78,1875,1878,Woodblock printed book; ink and color on paper,See JIB81.13,"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57742,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books,https://images.metmuseum.org/CRDImages/as/original/JIB_81_14_Preface_2_sf.JPG
JIB106,FALSE,TRUE,57791,Asian Art,Illustrated books,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1833,1833,1833,Five volumes; ink on paper,Each: 9 × 6 3/16 × 1/4 in. (22.9 × 15.7 × 0.6 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57791,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Poetry|Books|Men,https://images.metmuseum.org/CRDImages/as/original/JIB106A_005_crd.jpg
"JIB108a, b",FALSE,TRUE,57793,Asian Art,Illustrated book,富岳百景|Mount Fuji of the Mists (Vol. 1); Mount Fuji of the Ascending Dragon (Vol. 2),Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1834–35,1834,1835,Woodblock print (first and second volumes with 100 pages of illustrations); ink and color on paper,9 x 6 1/4 in. (22.9 x 15.9 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57793,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Men|Volcanoes|Trees,https://images.metmuseum.org/CRDImages/as/original/LC-JIB108_a_b_a_004_crd.jpg
JIB109,FALSE,TRUE,57794,Asian Art,Illustrated book,富岳百景|Fugaku Hyakkei,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1834–35,1834,1835,Woodblock print; ink and color on paper,9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57794,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Books|Houses|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/LC-JIB109_004_crd.jpg
JIB110,FALSE,TRUE,57796,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1850,1850,1850,Ink on paper,8 7/8 × 6 1/4 × 3/8 in. (22.5 × 15.9 × 1 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57796,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Swords|Men,https://images.metmuseum.org/CRDImages/as/original/LC-JIB110_004_crd.jpg
JIB111a–k,FALSE,TRUE,57804,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1615,1868,Eleven volumes of Woodblock printed books; ink and color on paper,"Overall (each volume): 8 15/16 x 6 1/4 x 1/2 in. (22.7 x 15.8 x 1.3 cm)
Image: 7 x 4 7/8 in. (17.8 x 12.4 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57804,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Scrolls|Men|Women|Turtles,https://images.metmuseum.org/CRDImages/as/original/LC-JIB111_a_k_a_004_crd.jpg
JIB112,FALSE,TRUE,57805,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1834,1834,1834,Woodblock printed book; ink and color on paper,Overall: 9 × 6 1/4 × 1/2 in. (22.9 × 15.9 × 1.3 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57805,,"Metropolitan Museum of Art, New York, NY",,https://images.metmuseum.org/CRDImages/as/original/JIB_112_Preface 1_sf.JPG
JIB120,FALSE,TRUE,57812,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1818,1818,1818,Ink on paper,10 1/2 × 7 1/16 × 3/8 in. (26.7 × 17.9 × 1 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57812,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Birds|Trees,https://images.metmuseum.org/CRDImages/as/original/LC-JIB120_005_crd.jpg
JIB142a–h,FALSE,TRUE,57833,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,probably 1834,1834,1834,Eight volumes of woodblock printed books; ink and color on paper,9 x 6 1/4 in. (22.9 x 15.9 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57833,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Hunting|Deer|Flowers,https://images.metmuseum.org/CRDImages/as/original/LC-JIB_142_a_h_a_004_crd.jpg
JIB158a–c,FALSE,TRUE,57849,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1834–35,1834,1835,Ink on paper,9 1/4 x 6 1/4 in. (23.5 x 15.9 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57849,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Mountains|Trees,https://images.metmuseum.org/CRDImages/as/original/LC-JIB_158_a_c_a_004_crd.jpg
JIB180,FALSE,TRUE,57910,Asian Art,Illustrated Book,,Japan,,,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Ink on paper,L. 9 3/8 in. (23.8 cm); W. 6 5/16 in. (16 cm); Th. 1/2 in. (1.3 cm),"Gift of Mrs. Gerhard Wedekind, in Memory of Gerhard Wedekind, 1971",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57910,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Birds|Books,https://images.metmuseum.org/CRDImages/as/original/LC-JIB_180_004_crd.jpg
"2013.710a, b",FALSE,TRUE,78631,Asian Art,Illustrated books,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1802,1797,1807,Set of two woodblock printed books; ink and color on paper,each: 10 1/2 × 6 7/8 in. (26.6 × 17.5 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78631,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Books|Houses|Landscapes|Human Figures,https://images.metmuseum.org/CRDImages/as/original/2013_710_a_b_a_04_crd.jpg
2013.711,FALSE,TRUE,78632,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1799,1799,1799,Woodblock printed book; ink on paper,10 7/16 × 7 1/16 in. (26.5 × 18 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78632,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Houses|Landscapes,https://images.metmuseum.org/CRDImages/as/original/2013_711_04_crd.jpg
"2013.712a, b",FALSE,TRUE,78633,Asian Art,Illustrated books,『東都名所一覧』|Fine Views of the Eastern Capital at a Glance (Tōto meisho ichiran),Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1800,1800,1800,Set of two woodblock printed books; ink and color on paper,each: 10 3/16 × 6 7/8 in. (25.8 × 17.5 cm),"Purchase, Mary and James G. Wallach Family Foundation Gift, in honor of John T. Carpenter, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78633,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Landscapes|Boats|Tea Houses,https://images.metmuseum.org/CRDImages/as/original/2013_712_a_b_a_03_crd.jpg
2013.713,FALSE,TRUE,78634,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1802,1802,1802,Woodblock printed book; ink and color on paper,7 5/8 × 5 1/4 in. (19.3 × 13.4 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78634,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Poetry|Books|Women,https://images.metmuseum.org/CRDImages/as/original/2013_713_05_crd.jpg
2013.714,FALSE,TRUE,78635,Asian Art,Illustrated book,『画本狂歌山満多山』|Picture Book of Kyōka Poems: Mountains upon Mountains (Ehon kyōka yama mata yama),Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1804,1804,1804,Woodblock printed book; ink and color on paper,10 7/16 × 6 7/8 in. (26.5 × 17.5 cm),"Purchase, Mary and James G. Wallach Family Foundation Gift, in honor of John T. Carpenter, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78635,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Poetry|Books|Men|Women,https://images.metmuseum.org/CRDImages/as/original/DP327223.jpg
2013.715a–d,FALSE,TRUE,78636,Asian Art,Illustrated books,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1805–38,1805,1838,Set of four woodblock printed books; ink on paper,each: 9 13/16 × 7 1/16 in. (25 × 18 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78636,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Swords|Men,https://images.metmuseum.org/CRDImages/as/original/2013_715_a_d_a_03_crd.jpg
2013.716a–c,FALSE,TRUE,78637,Asian Art,Illustrated books,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1806,1801,1811,Set of three woodblock printed books; ink and color on paper,each: 9 1/4 × 6 5/8 in. (23.5 × 16.9 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78637,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Books|Rivers|Boats|Human Figures,https://images.metmuseum.org/CRDImages/as/original/2013_716_a_c_a_06_crd.jpg
2013.736a–f,FALSE,TRUE,78638,Asian Art,Illustrated books,,Japan,"Edo period (1615–1868)
1845.",,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1845,1845,1845,Set of six woodblock printed books; ink on paper,10 1/16 × 6 15/16 in. (25.6 × 17.7 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78638,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Houses|Crowd,https://images.metmuseum.org/CRDImages/as/original/2013_736_a_f_a_13_crd.jpg
2013.737,FALSE,TRUE,78639,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1843,1843,1843,Woodblock printed book; ink and color on paper,8 3/4 × 6 1/8 in. (22.3 × 15.6 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78639,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Women,https://images.metmuseum.org/CRDImages/as/original/2013_737_05_crd.jpg
"2013.738a, b",FALSE,TRUE,78640,Asian Art,Illustrated books,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1850,1850,1850,Set of two woodblock printed books; ink on paper,each: 9 × 6 3/16 in. (22.8 × 15.7 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78640,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Men|Reading|Working,https://images.metmuseum.org/CRDImages/as/original/2013_738_a_b_a_06_crd.jpg
2013.875,FALSE,TRUE,78765,Asian Art,Illustrated book,葛飾北斎画  『卍翁艸筆画譜』|Old Manji’s Cursive Picture Album (Manji-ō sōhitsu gafu),Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1843,1843,1843,Woodblock printed book; ink on paper,8 15/16 × 6 1/8 in. (22.7 × 15.6 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78765,2019-03-12T03:00:48.307Z,"Metropolitan Museum of Art, New York, NY",Animals|Moon,https://images.metmuseum.org/CRDImages/as/original/2013_875_19_crd.jpg
2013.878,FALSE,TRUE,78768,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1815,1815,1815,Woodblock printed book; ink on paper,8 7/8 × 6 3/8 in. (22.5 × 16.2 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78768,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/as/original/2013_878_10_crd.jpg
2013.881,FALSE,TRUE,78771,Asian Art,Illustrated book,"繪本彩色通　初編|Picture Book on the Use of Coloring, first volume (Ehon saishikitsū shohen)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1848,1848,1848,Woodblock printed book; ink on paper and color scribbles,7 3/16 × 5 1/16 in. (18.3 × 12.9 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78771,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Flowers|Leaves,https://images.metmuseum.org/CRDImages/as/original/2013_881_17_crd.jpg
2013.882,FALSE,TRUE,78772,Asian Art,Illustrated book,『絵本和漢誉』|Picture Book on Heroes of China and Japan (Ehon wakan no homare),Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1850 (designed ca. 1836; published posthumously),1836,1850,Woodblock printed book; ink on paper,9 1/16 × 6 3/8 in. (23 × 16.2 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/78772,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Dragons,https://images.metmuseum.org/CRDImages/as/original/2013_882_09_crd.jpg
